Fecha,Nombre,Valor Unitario,Unidades,Total
2025-03-24 22:45:23.037880,Paez 12 Oz,8258.0,1,14764.0
2025-03-24 22:45:23.037880,Blanco Paez En Helado 12 Oz,4757.0,4,22214.0
2025-03-24 22:45:23.037880,Paez 16 Oz,8618.0,2,24140.0
2025-03-24 22:45:23.037880,Cocadas,13748.0,1,12430.0
2025-03-24 22:45:23.037880,Paleta Mascota Tocineta,6005.0,2,16091.0
2025-03-24 22:45:23.037880,Kamsa 22 Oz,5747.0,1,5140.0
2025-03-24 22:45:23.037880,Tribu 22 Oz,10916.0,1,20357.0
2025-03-24 22:45:23.037880,Araza 12 Oz,6385.0,2,17071.0
2025-03-24 22:45:23.037880,Colageno 22 Oz,13109.0,1,11549.0
2025-03-24 22:45:23.037880,Capuchino 9 Oz,3878.0,1,6750.0
2025-03-24 22:45:23.037880,Corazones,10734.0,1,9695.0
2025-03-24 22:45:23.037880,Nukak 22 Oz,8675.0,1,15692.0
2025-03-24 22:45:23.037880,Blanco Paez En Yogurt 22 Oz,6242.0,1,5839.0
2025-03-24 22:45:23.037880,Caju 22 Oz,8134.0,1,14348.0
2025-03-24 22:45:23.037880,Cafe con leche 9onz,8892.0,1,7964.0
2025-03-24 22:45:23.037880,Vitaminas 16 Oz,6840.0,2,19139.0
2025-03-24 22:45:23.037880,BARRA DE CEREAL TOSH,14394.0,1,13445.0
2025-03-24 22:45:23.037880,Nukak 16 Oz,9873.0,1,8848.0
2025-03-24 22:45:23.037880,Milo Caliente 9oz,4622.0,1,4171.0
2025-03-24 22:45:23.037880,Frutos Rojos Helado 16 Oz,7297.0,2,19463.0
2025-03-24 22:45:23.037880,Parfait Cacique 12 Oz,5027.0,3,18970.0
2025-03-25 22:45:23.037880,Empanada Pollo Con Champiñones,14080.0,1,24588.0
2025-03-25 22:45:23.037880,Tamarindo 12 Oz,6806.0,1,6421.0
2025-03-25 22:45:23.037880,GALLETA TOSH,4267.0,4,19669.0
2025-03-25 22:45:23.037880,Tinto 6 Oz,3000.0,1,2726.0
2025-03-25 22:45:23.037880,Tribu 12 Oz,10892.0,1,9430.0
2025-03-25 22:45:23.037880,Malteada Fresa+ Limón 22 Oz,6943.0,1,6276.0
2025-03-25 22:45:23.037880,Chicharrones Naturales,11433.0,1,10267.0
2025-03-25 22:45:23.037880,Pastel De Carne,9235.0,1,16195.0
2025-03-25 22:45:23.037880,Parfait Cacique 12 Oz,5027.0,1,4622.0
2025-03-25 22:45:23.037880,Paez 16 Oz,8618.0,1,16318.0
2025-03-25 22:45:23.037880,Araza 22 Oz,14096.0,1,25694.0
2025-03-25 22:45:23.037880,Torta Zanahoria,6843.0,1,6328.0
2025-03-25 22:45:23.037880,Soda Arazá 16 Oz,10555.0,1,18341.0
2025-03-25 22:45:23.037880,Frutos Rojos Yogurt 12 Oz,3995.0,4,17957.0
2025-03-25 22:45:23.037880,WAFFER TOSH,4528.0,1,3953.0
2025-03-25 22:45:23.037880,Parfait Bora 12 Oz,10721.0,1,19637.0
2025-03-25 22:45:23.037880,Cocadas,13748.0,1,12977.0
2025-03-25 22:45:23.037880,Colageno 22 Oz,13109.0,1,12061.0
2025-03-25 22:45:23.037880,Corozo 12 Oz,5433.0,1,4724.0
2025-03-25 22:45:23.037880,Katio En Yogurt 16 Oz,11755.0,1,10504.0
2025-03-25 22:45:23.037880,Kubeo Yogurt 22 Oz,5062.0,2,13825.0
2025-03-25 22:45:23.037880,Cafe con leche 9onz,8892.0,1,7982.0
2025-03-25 22:45:23.037880,Soda Acaí 16 Oz,4021.0,1,3758.0
2025-03-25 22:45:23.037880,Destello 9 Oz,12998.0,1,24260.0
2025-03-25 22:45:23.037880,Parfait Awa 12 Oz,3391.0,8,27947.0
2025-03-25 22:45:23.037880,Malteada Pistacho 22 Oz,13147.0,1,11768.0
2025-03-25 22:45:23.037880,Energia 16 Oz,7413.0,1,6559.0
2025-03-25 22:45:23.037880,Frutos Rojos Helado 16 Oz,7297.0,1,6364.0
2025-03-26 22:45:23.037880,Tropical 22 Oz,11684.0,1,10440.0
2025-03-26 22:45:23.037880,Tribu 12 Oz,10892.0,1,9787.0
2025-03-26 22:45:23.037880,Kubeo Yogurt 22 Oz,5062.0,1,4663.0
2025-03-26 22:45:23.037880,Copo De Frutos Rojos 12 Oz,10392.0,1,9558.0
2025-03-26 22:45:23.037880,Acerola 16 Oz,12274.0,1,10666.0
2025-03-26 22:45:23.037880,Copo De Avena 12 Oz,8592.0,2,23122.0
2025-03-26 22:45:23.037880,Parfait Dorado 12 Oz,14837.0,1,13036.0
2025-03-26 22:45:23.037880,Malteada Pistacho 16 Oz,11764.0,1,20621.0
2025-03-26 22:45:23.037880,Torta Naranja,10989.0,1,20534.0
2025-03-26 22:45:23.037880,Cafe Frio 22 Oz,6627.0,1,11485.0
2025-03-26 22:45:23.037880,Parfait Yagua 22 Oz,6099.0,3,21934.0
2025-03-26 22:45:23.037880,Corozo 22 Oz,8051.0,1,14128.0
2025-03-26 22:45:23.037880,Kamsa 12 Oz,10849.0,1,20370.0
2025-03-26 22:45:23.037880,Tradicional Leche Maracuya 16 Oz,13921.0,1,12682.0
2025-03-26 22:45:23.037880,Tribu 16 Oz,9863.0,1,8708.0
2025-03-26 22:45:23.037880,Paez 16 Oz,8618.0,1,7810.0
2025-03-26 22:45:23.037880,Tradicional Agua Mora 16 Oz,14284.0,1,26455.0
2025-03-26 22:45:23.037880,Verde 12 Oz,4016.0,1,3797.0
2025-03-26 22:45:23.037880,Terere 12 Oz,5882.0,1,5188.0
2025-03-26 22:45:23.037880,Porción Brownie,10041.0,1,9432.0
2025-03-26 22:45:23.037880,Banco Paez En Helado 22 Oz,9374.0,1,8844.0
2025-03-26 22:45:23.037880,Copo De Durazno 12 Oz,13429.0,1,12649.0
2025-03-26 22:45:23.037880,Camu Camu 12 Oz,9075.0,2,24985.0
2025-03-26 22:45:23.037880,Soda Acaí 22 Oz,14653.0,1,13440.0
2025-03-26 22:45:23.037880,Milo caliente 12 oz,5612.0,1,5038.0
2025-03-26 22:45:23.037880,Tinto 6 Oz,3000.0,1,2784.0
2025-03-26 22:45:23.037880,Colageno 12 Oz,9075.0,1,8246.0
2025-03-26 22:45:23.037880,Copoazu 12 Oz,13867.0,1,12776.0
2025-03-26 22:45:23.037880,Tradicional Agua Maracuya 16 Oz,7887.0,1,14195.0
2025-03-26 22:45:23.037880,Parfait Cacique 12 Oz,5027.0,3,18620.0
2025-03-26 22:45:23.037880,Copo Chia Mango + Kiwi 12 Oz,4306.0,3,16088.0
2025-03-27 22:45:23.037880,Tribu 12 Oz,10892.0,1,19073.0
2025-03-27 22:45:23.037880,Parfait Cacique 22 Oz,12687.0,1,11860.0
2025-03-27 22:45:23.037880,Nukak 12 Oz,12692.0,1,11544.0
2025-03-27 22:45:23.037880,Nispero 16 Oz,9668.0,1,9047.0
2025-03-27 22:45:23.037880,Tradicional Leche Mango 12 Oz,8578.0,2,23164.0
2025-03-27 22:45:23.037880,Nispero 22 Oz,12914.0,1,11567.0
2025-03-27 22:45:23.037880,Acerola 22 Oz,5558.0,1,10470.0
2025-03-27 22:45:23.037880,Frutos Rojos Yogurt 22 Oz,10629.0,1,9402.0
2025-03-27 22:45:23.037880,BARRA DE CEREAL TOSH,14394.0,1,13469.0
2025-03-27 22:45:23.037880,Kubeo Helado 16 Oz,11006.0,1,19914.0
2025-03-27 22:45:23.037880,Paez 22 Oz,9736.0,1,17666.0
2025-03-27 22:45:23.037880,Guarana 16 Oz,11901.0,1,10586.0
2025-03-27 22:45:23.037880,Malteada Pistacho 16 Oz,11764.0,1,10733.0
2025-03-27 22:45:23.037880,Tamarindo 16 Oz,13583.0,1,12102.0
2025-03-27 22:45:23.037880,Tradicional Leche Fresa 12 Oz,9265.0,1,8027.0
2025-03-27 22:45:23.037880,Avena 12 Oz,4663.0,1,4133.0
2025-03-27 22:45:23.037880,Cafe Frio 16 Oz,5693.0,1,9830.0
2025-03-27 22:45:23.037880,Lulada 12 Oz,13965.0,1,13230.0
2025-03-27 22:45:23.037880,Katio En Yogurt 22 Oz,8116.0,1,7680.0
2025-03-27 22:45:23.037880,Copo De Durazno 12 Oz,13429.0,1,12046.0
2025-03-27 22:45:23.037880,Frutos Rojos Yogurt 12 Oz,3995.0,6,25889.0
2025-03-27 22:45:23.037880,Verde 12 Oz,4016.0,2,10756.0
2025-03-27 22:45:23.037880,Katio En Yogurt 16 Oz,11755.0,1,10824.0
2025-03-27 22:45:23.037880,Camu Camu 12 Oz,9075.0,1,8461.0
2025-03-27 22:45:23.037880,Tradicional Agua Maracuya 22 Oz,7859.0,1,14848.0
2025-03-27 22:45:23.037880,Limonada De Coco 22 Oz,9910.0,1,17788.0
2025-03-27 22:45:23.037880,Tradicional Leche Mora 16 Oz,11322.0,1,10535.0
2025-03-27 22:45:23.037880,Soda Arazá 16 Oz,10555.0,1,9349.0
2025-03-28 22:45:23.037880,Tradicional Leche Maracuya 12 Oz,13817.0,1,14892.0
2025-03-28 22:45:23.037880,Paleta Mascota Tocineta,6005.0,1,5972.0
2025-03-28 22:45:23.037880,Verde 12 Oz,4016.0,5,20971.0
2025-03-28 22:45:23.037880,Soda Acaí 16 Oz,4021.0,2,8437.0
2025-03-28 22:45:23.037880,Tradicional Leche Mango 12 Oz,8578.0,2,18043.0
2025-03-28 22:45:23.037880,Corozo 16 Oz,8311.0,1,8334.0
2025-03-28 22:45:23.037880,Frutos Rojos Helado 22 Oz,13173.0,1,14138.0
2025-03-28 22:45:23.037880,Tradicional Agua Mango 22 Oz,8450.0,1,8518.0
2025-03-28 22:45:23.037880,Inmune 12 Oz,9278.0,1,9706.0
2025-03-28 22:45:23.037880,Soda Acaí 22 Oz,14653.0,1,14822.0
2025-03-28 22:45:23.037880,Copo De Frutos Rojos 12 Oz,10392.0,1,10589.0
2025-03-28 22:45:23.037880,Vitaminas 12 Oz,13882.0,1,14431.0
2025-03-28 22:45:23.037880,Katio En Yogurt 16 Oz,11755.0,1,12089.0
2025-03-28 22:45:23.037880,Tropical 16 Oz,11571.0,1,11642.0
2025-03-28 22:45:23.037880,Milo Caliente 9oz,4622.0,2,9310.0
2025-03-28 22:45:23.037880,Guarana 16 Oz,11901.0,1,12240.0
2025-03-28 22:45:23.037880,Frutos Rojos En Helado 12 Oz,3161.0,1,3343.0
2025-03-28 22:45:23.037880,Torta Zanahoria,6843.0,1,7321.0
2025-03-28 22:45:23.037880,Parfait Dorado 22 Oz,5731.0,2,17186.0
2025-03-28 22:45:23.037880,Malteada Pistacho 22 Oz,13147.0,1,13493.0
2025-03-28 22:45:23.037880,Pastel De Carne,9235.0,2,18488.0
2025-03-28 22:45:23.037880,Blanco Paez En Helado 16 Oz,10574.0,1,10508.0
2025-03-28 22:45:23.037880,Parfait Yagua 16 Oz,9184.0,2,19277.0
2025-03-28 22:45:23.037880,Vitaminas 22 Oz,4028.0,4,16826.0
2025-03-28 22:45:23.037880,Araza 16 Oz,9396.0,1,9457.0
2025-03-28 22:45:23.037880,Aromatica Hierva Buena12 Oz,9938.0,1,10062.0
2025-03-28 22:45:23.037880,Tribu 22 Oz,10916.0,1,10855.0
2025-03-28 22:45:23.037880,Tradicional Leche Fresa 22 Oz,7426.0,1,7904.0
2025-03-28 22:45:23.037880,Tribu 12 Oz,10892.0,2,23449.0
2025-03-28 22:45:23.037880,Guarana 12 Oz,10526.0,1,10567.0
2025-03-28 22:45:23.037880,Avena 16 Oz,12721.0,1,12877.0
2025-03-28 22:45:23.037880,Tradicional Agua Maracuya 22 Oz,7859.0,1,8388.0
2025-03-29 22:45:23.037880,Tinto 6 Oz,3000.0,1,4085.0
2025-03-29 22:45:23.037880,Torta Oreo,4873.0,3,17987.0
2025-03-29 22:45:23.037880,Avena 12 Oz,4663.0,2,10584.0
2025-03-29 22:45:23.037880,Katio En Helado 12 Oz,10858.0,2,24582.0
2025-03-29 22:45:23.037880,Colageno 12 Oz,9075.0,1,11528.0
2025-03-29 22:45:23.037880,Katio En Yogurt 16 Oz,11755.0,1,14382.0
2025-03-29 22:45:23.037880,Nispero 16 Oz,9668.0,1,10918.0
2025-03-29 22:45:23.037880,Vitaminas 16 Oz,6840.0,1,8706.0
2025-03-29 22:45:23.037880,Soda Arazá 22 Oz,6073.0,1,6830.0
2025-03-29 22:45:23.037880,Parfait Bora 22 Oz,4484.0,3,17832.0
2025-03-29 22:45:23.037880,Blanco Paez En Yogurt 12 Oz,9892.0,1,11881.0
2025-03-29 22:45:23.037880,Kamsa 22 Oz,5747.0,3,19520.0
2025-03-29 22:45:23.037880,Copo Chia Banano + Fresa 12 Oz,9776.0,1,12455.0
2025-03-29 22:45:23.037880,Capuchino 6 Oz,4500.0,2,11023.0
2025-03-29 22:45:23.037880,Inmune 12 Oz,9278.0,1,12748.0
2025-03-29 22:45:23.037880,Tinto 9 Oz,12467.0,1,15742.0
2025-03-29 22:45:23.037880,Acerola 12 Oz,11666.0,1,13918.0
2025-03-29 22:45:23.037880,Frutos Rojos Yogurt 12 Oz,3995.0,7,31291.0
2025-03-29 22:45:23.037880,Etnia 12 Oz,8191.0,1,9763.0
2025-03-29 22:45:23.037880,Kubeo Yogurt 22 Oz,5062.0,5,27454.0
2025-03-29 22:45:23.037880,Kubeo Helado 12 Oz,3064.0,9,29875.0
2025-03-29 22:45:23.037880,Kubeo Helado 22 Oz,5568.0,5,28154.0
2025-03-29 22:45:23.037880,Limonada De Coco 22 Oz,9910.0,1,11246.0
2025-03-29 22:45:23.037880,GALLETA TOSH,4267.0,6,26286.0
2025-03-29 22:45:23.037880,Granola Personal,8393.0,2,22446.0
2025-03-29 22:45:23.037880,Energia 12 Oz,8530.0,2,22696.0
2025-03-29 22:45:23.037880,Soda Acaí 22 Oz,14653.0,1,17288.0
2025-03-29 22:45:23.037880,Kubeo Helado 16 Oz,11006.0,2,25981.0
2025-03-29 22:45:23.037880,Corozo 12 Oz,5433.0,2,14488.0
2025-03-29 22:45:23.037880,Copo De Frutos Rojos 12 Oz,10392.0,1,14161.0
2025-03-29 22:45:23.037880,Tradicional Leche Mora 16 Oz,11322.0,1,12979.0
2025-03-29 22:45:23.037880,Parfait Awa 22 Oz,6561.0,1,8124.0
2025-03-30 22:45:23.037880,Palitos De Queso,11226.0,1,12278.0
2025-03-30 22:45:23.037880,Paez 16 Oz,8618.0,2,20438.0
2025-03-30 22:45:23.037880,GALLETA TOSH,4267.0,4,17920.0
2025-03-30 22:45:23.037880,Parfait Awa 22 Oz,6561.0,1,7033.0
2025-03-30 22:45:23.037880,Terere 16 Oz,4184.0,2,9751.0
2025-03-30 22:45:23.037880,Banco Paez En Helado 22 Oz,9374.0,1,9790.0
2025-03-30 22:45:23.037880,Capuchino 6 Oz,4500.0,1,5042.0
2025-03-30 22:45:23.037880,Tradicional Leche Mango 16 Oz,14636.0,1,16272.0
2025-03-30 22:45:23.037880,Pastel De Pollo,12555.0,1,13726.0
2025-03-30 22:45:23.037880,Malteada Fresa+ Limón 22 Oz,6943.0,1,7662.0
2025-03-30 22:45:23.037880,Tradicional Agua Mango 22 Oz,8450.0,1,9522.0
2025-03-30 22:45:23.037880,Energia 22 Oz,6748.0,1,7176.0
2025-03-30 22:45:23.037880,Kubeo Yogurt 12 Oz,7647.0,2,17346.0
2025-03-30 22:45:23.037880,Soda Arazá 22 Oz,6073.0,1,7133.0
2025-03-30 22:45:23.037880,Copo De Acaí 12 Oz,8056.0,3,28196.0
2025-03-30 22:45:23.037880,Lulada 12 Oz,13965.0,1,14832.0
2025-03-30 22:45:23.037880,Parfait Awa 12 Oz,3391.0,3,10796.0
2025-03-30 22:45:23.037880,Frutos Rojos En Helado 12 Oz,3161.0,2,6839.0
2025-03-30 22:45:23.037880,Copo Chia Banano + Fresa 12 Oz,9776.0,1,10733.0
2025-03-30 22:45:23.037880,Fitness 12 Oz,3663.0,5,20256.0
2025-03-30 22:45:23.037880,Pastel De Carne,9235.0,1,10645.0
2025-03-30 22:45:23.037880,Corozo 12 Oz,5433.0,1,5680.0
2025-03-30 22:45:23.037880,Parfait Nativo 12 Oz,8463.0,3,26442.0
2025-03-30 22:45:23.037880,Arandanos Deshidratados Tosh,14016.0,2,30923.0
2025-03-30 22:45:23.037880,Camu Camu 16 Oz,10099.0,1,11672.0
2025-03-30 22:45:23.037880,Kamsa 22 Oz,5747.0,3,18428.0
2025-03-30 22:45:23.037880,Verde 16 Oz,10869.0,1,12458.0
2025-03-30 22:45:23.037880,Avena 22 Oz,13230.0,1,14293.0
2025-03-30 22:45:23.037880,Vitaminas 16 Oz,6840.0,1,8129.0
2025-03-30 22:45:23.037880,Tradicional Leche Mango 12 Oz,8578.0,1,10208.0
2025-03-30 22:45:23.037880,Energia 12 Oz,8530.0,2,18541.0
2025-03-31 22:45:23.037880,Colageno 12 Oz,9075.0,1,8011.0
2025-03-31 22:45:23.037880,Porción Brownie,10041.0,1,9020.0
2025-03-31 22:45:23.037880,Kubeo Helado 16 Oz,11006.0,1,9726.0
2025-03-31 22:45:23.037880,Malteada Pistacho 16 Oz,11764.0,1,21667.0
2025-03-31 22:45:23.037880,Parfait Bora 16 Oz,10035.0,1,9374.0
2025-03-31 22:45:23.037880,Paleta Mascota Tocineta,6005.0,1,11060.0
2025-03-31 22:45:23.037880,Tamarindo 12 Oz,6806.0,1,6356.0
2025-03-31 22:45:23.037880,Tradicional Agua Mango 16 Oz,13173.0,1,11819.0
2025-03-31 22:45:23.037880,Tropical 16 Oz,11571.0,1,10141.0
2025-03-31 22:45:23.037880,Capuchino 6 Oz,4500.0,1,8340.0
2025-03-31 22:45:23.037880,Pastel De Carne,9235.0,1,16513.0
2025-03-31 22:45:23.037880,Blanco Paez En Helado 12 Oz,4757.0,2,13141.0
2025-03-31 22:45:23.037880,Tradicional Leche Maracuya 22 Oz,12789.0,1,11334.0
2025-03-31 22:45:23.037880,Araza 22 Oz,14096.0,1,12263.0
2025-03-31 22:45:23.037880,Nispero 16 Oz,9668.0,1,9170.0
2025-03-31 22:45:23.037880,Kamsa 22 Oz,5747.0,2,15110.0
2025-03-31 22:45:23.037880,Vitaminas 16 Oz,6840.0,1,12971.0
2025-03-31 22:45:23.037880,Parfait Nativo 16 Oz,10215.0,1,19351.0
2025-03-31 22:45:23.037880,Fitness 16 Oz,4998.0,1,9311.0
2025-03-31 22:45:23.037880,Cafe Frio 22 Oz,6627.0,1,6095.0
2025-03-31 22:45:23.037880,Kubeo Yogurt 12 Oz,7647.0,1,6980.0
2025-03-31 22:45:23.037880,Inmune 16 Oz,11392.0,1,10681.0
2025-03-31 22:45:23.037880,Cocadas,13748.0,1,12206.0
2025-03-31 22:45:23.037880,Parfait Yagua 22 Oz,6099.0,1,11017.0
2025-03-31 22:45:23.037880,Chicharrones Queso,13233.0,1,12127.0
2025-03-31 22:45:23.037880,Copo De Frutos Rojos 12 Oz,10392.0,1,9336.0
2025-03-31 22:45:23.037880,Embera 22 Oz,8915.0,1,16043.0
2025-03-31 22:45:23.037880,WAFFER TOSH,4528.0,3,16145.0
2025-03-31 22:45:23.037880,Embera 12 Oz,14506.0,1,13224.0
2025-03-31 22:45:23.037880,Tradicional Leche Mora 16 Oz,11322.0,1,10600.0
2025-03-31 22:45:23.037880,Energia 16 Oz,7413.0,1,13051.0
2025-04-01 22:45:23.037880,Tradicional Leche Fresa 12 Oz,9265.0,1,9632.0
2025-04-01 22:45:23.037880,Paleta Mascota Mango,5378.0,4,21862.0
2025-04-01 22:45:23.037880,Copoazu 22 Oz,12474.0,1,12835.0
2025-04-01 22:45:23.037880,Caju 22 Oz,8134.0,1,8164.0
2025-04-01 22:45:23.037880,Chicharrones BBQ,13555.0,1,13892.0
2025-04-01 22:45:23.037880,Parfait Cacique 16 Oz,5695.0,1,10847.0
2025-04-01 22:45:23.037880,Nukak 16 Oz,9873.0,2,20310.0
2025-04-01 22:45:23.037880,Sobre Hierva Buena,6556.0,1,12516.0
2025-04-01 22:45:23.037880,Parfait Nativo 22 Oz,5454.0,1,5647.0
2025-04-01 22:45:23.037880,Tradicional Agua Mango 12 Oz,12555.0,2,26242.0
2025-04-01 22:45:23.037880,Corozo 12 Oz,5433.0,1,5318.0
2025-04-01 22:45:23.037880,Paleta Mascota Cabano,3189.0,7,24766.0
2025-04-01 22:45:23.037880,Destello 9 Oz,12998.0,1,13304.0
2025-04-01 22:45:23.037880,Colageno 22 Oz,13109.0,1,25558.0
2025-04-01 22:45:23.037880,Parfait Awa 22 Oz,6561.0,1,6778.0
2025-04-01 22:45:23.037880,Parfait Nativo 16 Oz,10215.0,1,19624.0
2025-04-01 22:45:23.037880,Agua Nativos,3775.0,1,3634.0
2025-04-01 22:45:23.037880,Camu Camu 22 Oz,12670.0,1,13225.0
2025-04-01 22:45:23.037880,Blanco Paez En Yogurt 22 Oz,6242.0,3,19004.0
2025-04-01 22:45:23.037880,Parfait Dorado 16 Oz,11996.0,1,12371.0
2025-04-01 22:45:23.037880,Limonada De Coco 16 Oz,3502.0,5,20626.0
2025-04-01 22:45:23.037880,Caju 16 Oz,3206.0,6,19526.0
2025-04-01 22:45:23.037880,Etnia 12 Oz,8191.0,2,16501.0
2025-04-01 22:45:23.037880,Chicharrones Jalapeños,13253.0,1,13361.0
2025-04-01 22:45:23.037880,Cafe Frio 12 Oz,14252.0,1,14476.0
2025-04-01 22:45:23.037880,Copo De Acaí 12 Oz,8056.0,3,24300.0
2025-04-01 22:45:23.037880,Kubeo Helado 16 Oz,11006.0,1,10913.0
2025-04-01 22:45:23.037880,Copo De Frutos Rojos 12 Oz,10392.0,1,10153.0
2025-04-01 22:45:23.037880,Frutos Rojos Yogurt 16 Oz,14534.0,1,14881.0
2025-04-01 22:45:23.037880,Capuchino 6 Oz,4500.0,1,4375.0
2025-04-01 22:45:23.037880,Tradicional Leche Maracuya 12 Oz,13817.0,1,14046.0
2025-04-01 22:45:23.037880,Torta Oreo,4873.0,3,18964.0
2025-04-01 22:45:23.037880,Frutos Rojos En Helado 12 Oz,3161.0,6,19159.0
2025-04-02 22:45:23.037880,Tradicional Agua Mango 22 Oz,8450.0,2,17269.0
2025-04-02 22:45:23.037880,Copo De Frutos Rojos 12 Oz,10392.0,1,20192.0
2025-04-02 22:45:23.037880,Lulada 16 Oz,11154.0,1,10669.0
2025-04-02 22:45:23.037880,Parfait Nativo 16 Oz,10215.0,1,9839.0
2025-04-02 22:45:23.037880,Guarana 12 Oz,10526.0,1,10614.0
2025-04-02 22:45:23.037880,Torta Oreo,4873.0,1,5026.0
2025-04-02 22:45:23.037880,Energia 16 Oz,7413.0,1,7079.0
2025-04-02 22:45:23.037880,Embera 22 Oz,8915.0,1,9098.0
2025-04-02 22:45:23.037880,Kubeo Helado 12 Oz,3064.0,1,6025.0
2025-04-02 22:45:23.037880,Banco Paez En Helado 22 Oz,9374.0,1,9338.0
2025-04-02 22:45:23.037880,Malteada Pistacho 22 Oz,13147.0,2,27322.0
2025-04-02 22:45:23.037880,Tamarindo 22 Oz,9949.0,1,19547.0
2025-04-02 22:45:23.037880,Soda Arazá 22 Oz,6073.0,3,24170.0
2025-04-02 22:45:23.037880,Guarana 22 Oz,8575.0,1,16327.0
2025-04-02 22:45:23.037880,Camu Camu 22 Oz,12670.0,1,12145.0
2025-04-02 22:45:23.037880,Capuchino 9 Oz,3878.0,4,18912.0
2025-04-02 22:45:23.037880,Tradicional Agua Maracuya 22 Oz,7859.0,2,22478.0
2025-04-02 22:45:23.037880,Araza 22 Oz,14096.0,1,14248.0
2025-04-02 22:45:23.037880,Camu Camu 12 Oz,9075.0,1,17992.0
2025-04-02 22:45:23.037880,Tradicional Leche Fresa 12 Oz,9265.0,1,9292.0
2025-04-02 22:45:23.037880,Blanco Paez En Yogurt 22 Oz,6242.0,1,6037.0
2025-04-02 22:45:23.037880,Kubeo Helado 22 Oz,5568.0,1,5450.0
2025-04-02 22:45:23.037880,BARRA DE CEREAL TOSH,14394.0,1,14593.0
2025-04-02 22:45:23.037880,Cafe Frio 12 Oz,14252.0,1,14858.0
2025-04-02 22:45:23.037880,Tradicional Leche Mango 16 Oz,14636.0,1,13986.0
2025-04-02 22:45:23.037880,Parfait Bora 12 Oz,10721.0,1,11100.0
2025-04-02 22:45:23.037880,Fitness 16 Oz,4998.0,3,15078.0
2025-04-02 22:45:23.037880,Blanco Paez En Yogurt 12 Oz,9892.0,1,9936.0
2025-04-02 22:45:23.037880,Inmune 12 Oz,9278.0,1,9263.0
2025-04-02 22:45:23.037880,Avena 22 Oz,13230.0,1,12666.0
2025-04-02 22:45:23.037880,Cafe Frio 22 Oz,6627.0,1,12715.0
2025-04-03 22:45:23.037880,Frutos Rojos Yogurt 22 Oz,10629.0,1,10714.0
2025-04-03 22:45:23.037880,Colageno 12 Oz,9075.0,1,8922.0
2025-04-03 22:45:23.037880,Fitness 12 Oz,3663.0,2,7603.0
2025-04-03 22:45:23.037880,Torta Zanahoria,6843.0,1,6770.0
2025-04-03 22:45:23.037880,Nispero 16 Oz,9668.0,1,18647.0
2025-04-03 22:45:23.037880,Agua Nativos,3775.0,6,23074.0
2025-04-03 22:45:23.037880,Copo Chia Mango + Kiwi 12 Oz,4306.0,4,21071.0
2025-04-03 22:45:23.037880,Inmune 22 Oz,6104.0,1,6109.0
2025-04-03 22:45:23.037880,Paleta Mascota Tocineta,6005.0,2,12216.0
2025-04-03 22:45:23.037880,Tradicional Agua Maracuya 16 Oz,7887.0,1,8173.0
2025-04-03 22:45:23.037880,Frutos Rojos Helado 16 Oz,7297.0,1,7487.0
2025-04-03 22:45:23.037880,Parfait Nativo 22 Oz,5454.0,3,16609.0
2025-04-03 22:45:23.037880,Aromatica Hierva Buena12 Oz,9938.0,1,10091.0
2025-04-03 22:45:23.037880,Lulada 12 Oz,13965.0,1,14533.0
2025-04-03 22:45:23.037880,Energia 16 Oz,7413.0,1,14513.0
2025-04-03 22:45:23.037880,Guarana 22 Oz,8575.0,1,16307.0
2025-04-03 22:45:23.037880,Chicharrones Jalapeños,13253.0,1,12943.0
2025-04-03 22:45:23.037880,Pastel De Pollo,12555.0,1,12197.0
2025-04-03 22:45:23.037880,Corozo 12 Oz,5433.0,5,27536.0
2025-04-03 22:45:23.037880,Tradicional Leche Maracuya 12 Oz,13817.0,1,13969.0
2025-04-03 22:45:23.037880,Tribu 22 Oz,10916.0,2,21989.0
2025-04-03 22:45:23.037880,Tradicional Agua Mora 16 Oz,14284.0,1,13603.0
2025-04-03 22:45:23.037880,Tradicional Leche Mango 16 Oz,14636.0,1,14929.0
2025-04-03 22:45:23.037880,Copoazu 12 Oz,13867.0,1,13610.0
2025-04-03 22:45:23.037880,Tradicional Leche Maracuya 16 Oz,13921.0,1,14116.0
2025-04-03 22:45:23.037880,Parfait Bora 16 Oz,10035.0,1,10072.0
2025-04-04 22:45:23.037880,Inmune 16 Oz,11392.0,2,25654.0
2025-04-04 22:45:23.037880,Parfait Dorado 16 Oz,11996.0,1,13270.0
2025-04-04 22:45:23.037880,Caju 22 Oz,8134.0,3,26899.0
2025-04-04 22:45:23.037880,Avena 12 Oz,4663.0,1,5467.0
2025-04-04 22:45:23.037880,Araza 22 Oz,14096.0,2,33287.0
2025-04-04 22:45:23.037880,Camu Camu 16 Oz,10099.0,1,11665.0
2025-04-04 22:45:23.037880,Nukak 16 Oz,9873.0,1,10892.0
2025-04-04 22:45:23.037880,Paez 12 Oz,8258.0,4,37379.0
2025-04-04 22:45:23.037880,Soda Arazá 16 Oz,10555.0,1,12271.0
2025-04-04 22:45:23.037880,Parfait Dorado 22 Oz,5731.0,2,13382.0
2025-04-04 22:45:23.037880,Tinto 6 Oz,3000.0,1,3313.0
2025-04-04 22:45:23.037880,Paleta Mascota Mango,5378.0,5,29401.0
